Gene,"Maximum likelihood (kon, koff, ksyn)","Burst frequency from Profile Likelihood (estimate, and lower and upper confidence interval)","Burst size from Profile Likelihood (point estimate, and lower and upper confidence interval)",Mean expression
Slmo2,[  1.34179697 250.12297831 574.56190455],[1.34179697 1.0912695  1.71606811],[2.22820411 1.75590809 2.8939951 ],3.07
Sltm,[0.76892036 1.01203664 7.86781245],[0.76892036 0.50274294 1.14907319],[ 7.77423679  4.22866561 14.75658568],3.4
Slu7,[0.76411989 1.77547585 5.76497657],[0.76411989 0.49474623 1.24845147],[3.24700365 1.54870071 6.05263668],1.73
Slx4,[ 0.25259758 17.75690372 29.35650056],[5.55111512e-17            nan            nan],[3.83552687        nan        nan],0.41
Smad2,[0.18838374 0.71546482 5.82438789],[0.18838374 0.11593606 0.29735092],[ 8.14070477  4.55891558 14.65374803],1.21
Smad3,[0.25354794 2.62408087 5.18964557],[0.25354794 0.12576441 0.47209432],[1.97770032 0.9390694  4.59609003],0.46
Smad4,[0.19283731 1.13324964 5.67203994],[0.19283731 0.09555037 0.31725735],[ 5.00511075  2.67336436 11.55649675],0.82
Smad6,[0.04291576 1.38868331 3.71613042],[0.00214579        nan        nan],[2.67600999        nan        nan],0.11
Smagp,[ 0.76338727  7.9216095  14.0040694 ],[0.76338727 0.46493969 1.18324058],[1.76783132 1.0261027  3.60055435],1.23
Smap1,[0.12048235 0.25655284 4.47361138],[0.12048235 0.05162985 0.21751177],[17.43738772  8.57767618 45.28489328],1.43
Smarca1,[4.90432419e-02 7.93687742e+00 6.06846476e+01],[0.00245216        nan        nan],[ 7.87528693  4.06810506 17.13711267],0.37
Smarca4,[ 1.67994301  2.56444784 18.56557378],[1.67994301 1.21681451 2.38473049],[ 7.2395989   4.03949993 12.21139297],7.35
Smarcad1,[0.47841616 0.59574644 6.248092  ],[0.47841616 0.32517613 0.6937798 ],[10.48783767  6.20570507 17.85794162],2.78
Smarcb1,[ 1.41222756  2.97561198 13.65448611],[1.41222756 0.97680824 2.14611522],[4.58879927 2.29404558 8.26045264],4.39
Smarcc1,[ 2.56034345 18.14184414 55.31408919],[2.56034345 1.77572855 3.58162394],[3.04897831 1.97817395 5.64837237],6.84
Smarcd1,[ 1.00968828  3.73513211 18.85182829],[1.00968828 0.75894263 1.42039522],[5.04716506 2.95715935 7.67301271],4.01
Smarcd2,[0.42546692 2.75828218 4.59393378],[0.42546692 0.16986981 0.83678999],[1.66550537 0.73193511 5.37682757],0.61
Smarcd3,[ 0.29226448 17.03680316 98.41229835],[0.27765125 0.20649742 0.36769163],[5.77645333 4.23615664 8.07566287],1.66
Smarce1,[1.17151951 1.40695666 7.90287483],[1.17151951 0.81976219 1.75804535],[5.61699947 2.96154332 9.66639878],3.59
Smc1a,[  5.72281643 353.66343963 978.59908805],[5.72281643 4.69314912 7.08662334],[2.76703492 2.24983694 3.40045549],15.58
Smc2,[  2.20562153  50.85119703 148.6749453 ],[2.20562153 1.58761842 2.8436418 ],[2.92372558 2.182563   3.64749977],6.18
Smc3,[ 2.11146621  5.59405992 41.21780644],[2.11146621 1.60710432 2.93546428],[ 7.36813817  4.17434277 11.33079333],11.29
Smc4,[ 1.06957723  1.76396216 55.79547978],[1.06957723 0.88685549 1.28288736],[31.63076908 24.42519097 41.55207567],21.06
Smc5,[0.29241543 0.5317443  4.47365865],[0.29241543 0.15771003 0.48016917],[ 8.41317658  4.35102517 18.36131037],1.59
Smc6,[ 0.5781999   0.59296763 12.55790482],[0.5781999  0.43886476 0.75506894],[21.17806129 14.49845561 31.17567347],6.2
Smchd1,[0.2016468  0.24999989 5.8998758 ],[0.2016468  0.12933453 0.29566707],[23.59951349 14.55235542 40.6451315 ],2.63
Smcr8,[0.1935374  2.55053911 7.87459688],[0.1935374  0.11690658 0.32448834],[3.08742447 1.64717221 5.68386154],0.56
Smek1,[ 0.85582609 40.85899138 77.37870599],[0.85582609 0.55223025 1.18081542],[1.89379873 1.31980812 2.61193454],1.59
Smek2,[ 0.63580481  6.86837128 12.65198395],[0.63580481 0.38749199 1.00130717],[1.84206465 1.06158558 3.65378856],1.07
Smg1,[0.78787434 2.61024493 8.79595136],[0.78787434 0.4807139  1.33598606],[3.36978008 1.5295289  6.99080114],2.04
Smg5,[0.58818961 1.77147592 9.28452905],[0.58818961 0.42945347 0.8277848 ],[5.24112632 3.194034   8.10517521],2.31
Smn1,[ 1.11668968  1.72545106 10.56583236],[1.11668968 0.795306   1.62096004],[ 6.12351901  3.37461966 10.34293061],4.15
Smoc1,[0.29625953 4.28194542 6.02724242],[0.29625953 0.12873359 0.59324577],[1.4075944  0.64461613 3.85742115],0.39
Smpd2,[0.20342497 0.63026305 2.70238718],[5.55111512e-17            nan            nan],[4.28771318        nan        nan],0.66
Smpd4,[ 0.90805445  4.92533006 25.95296774],[0.90805445 0.69929281 1.22104203],[5.26928498 3.36315133 7.66584882],4.04
Smpdl3a,[0.00225681 0.07776278 1.56770485],[0.00011284        nan        nan],[43.74739899         nan         nan],0.04
Smpdl3b,[  0.85313013 129.838712   236.28339623],[0.85313013 0.66448792 1.11810657],[1.8198224  1.35538745 2.43205218],1.54
Sms,[ 0.16761181 24.4470787  95.65318498],[0.16761181 0.1145678  0.24460111],[3.91266319 2.4244825  6.68278499],0.65
Smu1,[  2.96283588 120.10731593 310.18458755],[2.5184105  1.80557079 3.64281972],[2.58256198 1.99684974 3.22286363],7.47
Smug1,[  0.35704212 207.26194356 254.48065927],[0.35704212 0.1760588  0.57521964],[1.1909868  0.71968328 1.96287692],0.44
Smurf1,[ 0.3025986  21.48673669 30.77388036],[0.01512993        nan        nan],[3.75243424        nan        nan],0.43
Smurf2,[0.05409738 0.23927457 2.18116993],[0.00270487        nan        nan],[9.1157614       nan       nan],0.4
Smyd2,[0.72719666 1.54740495 7.68081826],[0.72719666 0.48930484 1.080324  ],[4.96367694 2.76077614 8.86039638],2.46
Smyd3,[0.90740888 0.94285101 4.16757377],[0.90740888 0.4717368  1.76675563],[ 4.42018276  1.5573152  11.96025984],2.04
Smyd4,[ 0.64390224 23.75239037 26.06755744],[0.64390224 0.29729343 1.00109575],[1.09747091 0.6730246  3.18784727],0.69
Snap23,[0.00684026 0.00453618 2.07006949],[0.00171006        nan        nan],[1811.69362291           nan           nan],1.24
Snap47,[ 0.47300839  6.097484   23.3278268 ],[0.47300839 0.33549129 0.66921884],[3.82581189 2.39167365 6.20574265],1.68
Snapc1,[ 0.77073636  7.31166918 15.85306227],[0.77073636 0.50872773 1.15776897],[2.16818648 1.28092354 3.92196254],1.51
Snapc3,[ 0.57119587  6.88878843 18.00578983],[0.59975566 0.40810555 0.83734666],[2.45695489 1.59573735 4.13156622],1.38
Snapc4,[0.10707986 0.68183012 3.8143984 ],[0.10707986 0.03622351 0.20457206],[ 5.59435306  2.57553131 18.34413999],0.52
Snapc5,[ 0.7834579   3.63430052 19.33942514],[0.7834579  0.5940627  1.06282659],[5.32136102 3.36393305 7.91856205],3.43
Snapin,[0.31417374 0.39730981 6.77257579],[0.31417374 0.18990143 0.48356488],[17.04608237  9.40793982 33.12619653],2.99
Snd1,[  1.21027899 337.13903947 545.78935846],[1.21027899 0.92850413 1.59347425],[1.61888507 1.20312436 2.17895137],1.95
Snhg1,[0.22890506 0.43898355 9.42173529],[0.22890506 0.14928435 0.33111045],[21.46261578 13.37572909 36.81702552],3.23
Snhg10,[ 0.17419897 19.5002853  42.27811003],[0.18290892 0.11962909 0.26624944],[2.10303419 1.29170266 3.51169046],0.37
Snhg12,[0.71491247 0.69091763 7.07461543],[0.71491247 0.44005278 1.1224767 ],[10.23944846  5.09632908 21.30879481],3.6
Snhg3,[   1.80306746  254.12038404 1286.16789269],[1.80306746 1.52873486 2.16409917],[5.06125432 4.14113063 6.08502681],9.06
Snhg6,[  1.70491098  43.28403306 195.20376582],[1.70491098 1.30508176 2.12445328],[4.50983312 3.43037309 5.53691868],7.4
Snhg8,[0.16142731 0.11539406 3.3958426 ],[0.16142731 0.026061   0.3245313 ],[29.42822797         nan         nan],1.98
Snrk,[ 0.08649254 21.88757709 32.98327712],[0.00432463        nan        nan],[5.98255392        nan        nan],0.13
Snrnp25,[ 1.23734574 20.92088112 77.71074077],[1.23734574 0.94374825 1.59009501],[3.71450611 2.68624018 5.52528415],4.34
Snrnp35,[  0.64812083 181.58353762 187.13730228],[0.64812083 0.46394021 0.955971  ],[1.06150273 0.69031515 1.57536024],0.67
Snrnp40,[ 2.03362164 14.53111068 38.01404558],[2.03362164 1.39400396 2.89661995],[2.61604542 1.61343494 4.8562021 ],4.67
Snrnp48,[ 0.75819811  4.77403136 12.90522555],[0.75819811 0.48549891 1.21590299],[2.7032134  1.42276937 5.11990989],1.77
Snrnp70,[ 1.50803897  4.07775784 26.77470247],[1.50803897 1.14110043 2.06062779],[ 6.56603543  3.91857919 10.10829713],7.23
Snrpa1,[ 2.35219307  9.09338745 69.23271883],[2.35219307 1.80857705 3.21303952],[ 7.61352348  4.59943622 11.48534477],14.23
Snrpb,[ 2.38009489  5.1777616  44.96013671],[2.38009489 1.82647682 3.20589902],[ 8.68331534  5.25465293 13.12262306],14.16
Snrpb2,[  1.58150881 263.17799585 564.43413914],[1.58150881 1.271661   1.95923834],[2.14468591 1.7000094  2.73504515],3.37
Snrpe,[ 1.56960348  2.59312798 61.90549624],[1.56960348 1.28151845 1.93493619],[23.87290437 17.36158848 31.89733642],23.34
Snw1,[ 0.98455554  1.26098738 17.61927517],[0.98455554 0.75197386 1.29195605],[13.97260228  9.30151776 20.72764223],7.73
Snx1,[0.13379982 0.1356494  2.94304027],[0.00668999        nan        nan],[21.69593227         nan         nan],1.46
Snx10,[  0.72349175 156.67358711 382.59786082],[0.72349175 0.57542002 0.93300245],[2.44200613 1.82588575 3.20815246],1.76
Snx12,[  1.76742766 353.50451578 424.61357107],[1.94417042 1.44056073 2.64210809],[1.09305068 0.77529293 1.47870898],2.11
Snx15,[0.23484184 1.41789006 5.27925311],[0.23484184 0.12887438 0.38842556],[3.72331626 1.95885915 7.72917076],0.75
Snx16,[0.29408802 0.77160077 3.06808717],[0.29408802 0.09813999 0.57314445],[ 3.97626243  1.65366979 14.92784288],0.85
Snx24,[ 0.02852993 16.52900904 18.41503202],[0.0014265       nan       nan],[4.42299214        nan        nan],0.03
Snx25,[0.05029803 0.87461147 8.14226998],[0.05029803 0.02143923 0.08213708],[ 9.30958516  5.12489373 23.28616764],0.44
Snx27,[ 1.45117495 21.34129    33.10814546],[1.59629244 0.98807897 2.10605844],[1.41174279 1.0254412  2.80256787],2.11
Snx3,[ 2.24672981  3.60622    22.84738287],[2.24672981 1.64219533 3.31489059],[ 6.33554883  3.22006716 10.45548045],8.77
Snx4,[ 1.08236206  6.62732567 19.26878759],[1.08236206 0.76149357 1.59525496],[2.90747559 1.74917861 4.95075865],2.71
Snx6,[ 0.85056166  1.68038473 21.32575555],[0.85056166 0.6777952  1.07545351],[12.69099577  9.01491408 17.45947843],7.17
Snx8,[0.21783052 0.81111051 2.71930761],[2.77555756e-17            nan            nan],[13.30971693         nan         nan],0.58
Socs2,[0.46082675 0.96374293 5.54291559],[0.46082675 0.30287916 0.69957071],[ 5.75144619  3.22075303 10.116359  ],1.79
Socs3,[ 0.40606981  2.66429883 27.07314444],[0.40606981 0.32486513 0.51169471],[10.16145193  7.36238865 13.8018529 ],3.58
Socs6,[0.02679794 0.57765184 2.09840362],[3.46944695e-18            nan            nan],[14.42159744         nan         nan],0.09
Sod1,[ 2.76796513  2.34856491 32.68383771],[2.76796513 2.00003893 3.95780527],[13.91651456  7.46350214 23.70603701],17.68
Sod2,[ 0.78943745  1.18868634 40.93347341],[0.78943745 0.65582018 0.9529422 ],[34.43589104 26.26158485 44.905509  ],16.34
Son,[ 2.21751693  4.46006085 55.00746328],[2.21751693 1.74422879 2.88066109],[12.33334369  8.01443142 17.74196914],18.27
Sorbs1,[0.35757396 4.08099734 5.54826428],[0.35757396 0.14438761 0.66991756],[1.35953637 0.65318918 4.18047303],0.45
Sorbs2,[5.56781971e-03 8.00852521e+00 4.45447629e+01],[8.67361738e-19            nan            nan],[5.72903307        nan        nan],0.03
Sort1,[0.11260437 1.68593706 1.86980011],[4.16333634e-17            nan            nan],[1.10905689        nan        nan],0.12
Sos1,[0.4032354  1.33380826 5.80859531],[0.4032354  0.24760145 0.66921243],[4.3548953  2.15947341 8.24112137],1.35
Sox2,[ 1.83428475  2.98160946 32.3933342 ],[1.83428475 1.42231145 2.43467634],[10.86437867  6.84183357 15.88760643],12.34
Sox4,[ 0.26936038 12.65094982 37.11703697],[0.26936038 0.17802841 0.38098118],[2.93393283 1.92929158 5.00612532],0.77
Sox5,[0.00416842 0.58370355 3.67952968],[0.00020842        nan        nan],[25.02594477         nan         nan],0.03
Sp1,[0.35049825 0.71172194 8.80162705],[0.35049825 0.25301517 0.47870267],[12.36666537  8.11779626 19.03677613],2.9
Sp2,[  1.37897348 168.78115089 168.82066871],[1.37897348 1.05077624 1.99907933],[0.97022711 0.6742357  1.33936719],1.37
Sp3,[0.20876219 0.40127413 4.27841134],[0.20876219 0.10704298 0.35375617],[10.66206607  5.49334243 23.74673054],1.46
Sp4,[2.06930573e-02 9.50877641e+00 2.36442684e+01],[1.04083409e-17            nan            nan],[2.56117038        nan        nan],0.05
Sp6,[ 0.09294636 10.90208107 13.84587762],[1.38777878e-17            nan            nan],[1.27002152        nan        nan],0.12
Spa17,[ 0.07783087 19.30600313 43.02974764],[1.38777878e-17            nan            nan],[2.22882734 1.13996956 4.79233583],0.17
Spag5,[ 1.07174753 26.49640049 73.06554915],[1.07174753 0.77458708 1.39937277],[2.7575651  1.97523988 4.46158839],2.84
Spag7,[ 1.02971376  2.21195888 17.469969  ],[1.02971376 0.78940876 1.367462  ],[ 7.89796284  5.11483991 11.66131861],5.55
Spag9,[ 0.34310633  4.26031208 18.99226514],[0.34310633 0.24723849 0.490682  ],[4.45795162 2.87378764 6.90485881],1.42
Sparc,[ 1.36437229  2.09827078 25.57149468],[1.36437229 1.04506703 1.78558293],[12.18693739  7.90645863 18.52456366],10.08
Spata24,[ 0.07697383 20.15436573 61.43862898],[0.00384869        nan        nan],[3.048403   1.66402499 6.2319068 ],0.23
Spata5,[0.60620986 0.91366099 2.58935553],[0.60620986 0.09426458 1.72071266],[2.83404408        nan        nan],1.03
Spata7,[0.06540551 0.23548504 2.06388794],[1.38777878e-17            nan            nan],[8.76441205        nan        nan],0.45
Spc24,[ 2.08056216  6.57543029 35.11895034],[2.08056216 1.55338639 2.95061862],[5.3409357  2.92656775 8.52022669],8.44
Spc25,[ 0.54264786  1.53695514 11.63463096],[0.54264786 0.40484098 0.73246019],[ 7.56992227  4.91363341 11.41818736],3.04
Spcs1,[ 0.93124256  2.1524933  20.24851029],[0.93124256 0.7194758  1.21509549],[ 9.40700271  6.30797998 13.6902551 ],6.11
Spcs2,[ 1.55715588  7.78882046 36.27617442],[1.55715588 1.16361155 2.18525764],[4.65746702 2.77316026 7.3239333 ],6.04
Specc1,[ 0.13585356 23.62211179 26.28326042],[5.55111512e-17            nan            nan],[1.11265498 0.52191528 2.39697146],0.15
Spef1,[0.00959828 0.43385317 4.11943284],[0.00047991        nan        nan],[9.49499298        nan        nan],0.09
Speg,[8.49829239e-03 1.13064248e+01 2.76913827e+01],[0.00042491        nan        nan],[2.5226475       nan       nan],0.02
Spen,[0.26091328 0.40849578 7.4861221 ],[0.26091328 0.17734902 0.37773162],[18.32606973 11.1056273  30.15245453],2.92
Spg20,[0.34997048 4.02299511 4.97446237],[0.34997048 0.13589616 0.68313514],[1.23650719 0.55537689 3.94620075],0.4
Spg21,[1.39675108 5.14275054 7.07510765],[1.39675108 0.70147325 2.74482242],[1.37574389 0.54762247 4.07849411],1.51
Spg7,[ 0.59301783 27.93620254 45.91723221],[0.62266872 0.37104482 0.84383805],[1.64364617 1.08930817 2.35100236],0.95
Spice1,[0.48532583 2.54506085 4.30242573],[0.48532583 0.18305293 0.98586274],[1.69050014 0.69042829 6.00473757],0.69
Spin1,[0.17191224 0.39773719 3.87240861],[0.17191224 0.06559455 0.31321208],[ 9.73609885  4.62022424 29.59288875],1.17
Spint2,[ 0.93173993  4.13558099 17.75093246],[0.93173993 0.66463752 1.32807975],[4.29224636 2.49274685 7.17747129],3.26
Spn,[5.63627800e-03 7.84963627e+00 4.34758133e+01],[0.00563628 0.00131552 0.01977048],[5.7047341       nan       nan],0.03
Spns1,[ 1.18908683  5.19082162 15.06644376],[1.18908683 0.82250386 1.83544058],[2.90251619 1.57951302 5.11984135],2.81
Spon2,[ 0.04313866 14.42455602 24.78789514],[0.00215693        nan        nan],[1.7700047  0.6459477  5.25778258],0.07
Spop,[0.63106237 1.44988006 6.27794524],[0.63106237 0.41294756 0.97749413],[4.32997557 2.28412966 7.88762262],1.9
Spopl,[0.12741205 1.69015266 3.32361247],[0.0063706       nan       nan],[1.96645697        nan        nan],0.23
Spp1,[ 1.20577184  1.21248881 51.24738217],[1.20577184 0.98812415 1.46651594],[42.26627224 32.17046518 55.21053751],25.55
Spred1,[0.0983898  1.13891601 5.91060366],[0.0983898 0.0466622 0.1839197],[ 5.18967477  2.44186857 12.0474693 ],0.47
Spry4,[5.38156077e-02 1.91648193e+01 8.09758901e+01],[0.05381561 0.03621212 0.08750702],[4.35199338 2.29137563 9.25663084],0.23
Spryd3,[0.18118081 1.71007025 2.60981561],[0.00905904        nan        nan],[1.52614526        nan        nan],0.25
Spryd4,[0.19862209 0.11016309 3.83662056],[0.19862209 0.04604115 0.39695673],[34.82673458         nan         nan],2.47
Spsb1,[3.48441360e-02 2.49972086e+01 7.99247088e+01],[0.03484414 0.01825272 0.07099398],[3.19734536 1.29789594 9.72316728],0.11
Sptlc2,[  1.06509002 101.43381977 256.62088404],[1.06509002 0.85412259 1.35380606],[2.52993414 1.94419624 3.25993408],2.67
Sqle,[1.74230381 6.68712532 9.77985303],[1.74230381 0.90026529 3.24240352],[1.46248987 0.62148553 4.31078905],2.02
Sqstm1,[  2.00708106 291.5439531  606.59356435],[2.10743512 1.68592901 2.63537369],[1.95578726 1.55191529 2.5047596 ],4.15
Srbd1,[ 0.48559199 30.51537402 71.477134  ],[0.48559199 0.03056547 0.64907687],[2.3423319  1.69629497 3.2620481 ],1.12
Src,[0.20627514 0.59791333 6.68835845],[0.20627514 0.12038253 0.32842905],[11.18616709  6.12234357 21.73627578],1.72
Srd5a1,[0.12471316 0.13917675 1.24212517],[0.00623566        nan        nan],[8.92480357        nan        nan],0.59
Srd5a3,[0.17442359 2.79856293 4.63810188],[0.17442359 0.05690252 0.35542892],[1.65731556 0.73823258 5.85646744],0.27
Srebf1,[ 0.78541796 26.43471538 27.14265473],[0.82468885 0.57043667 1.23506839],[0.96517383 0.61968252 1.94442533],0.78
Srebf2,[0.3645181  0.68429826 8.0315877 ],[0.3645181  0.25275267 0.524488  ],[11.73696938  7.18504402 18.93467379],2.79
Srek1,[ 0.87338039  3.90042945 11.88370425],[0.87338039 0.59885438 1.36631753],[3.04676816 1.61493548 5.28495205],2.17
Srek1ip1,[0.11661171 0.2199808  7.21729527],[0.11661171 0.06485536 0.18447471],[32.80875129 18.82295829 64.86458449],2.5
Srf,[0.18627599 0.76916012 1.43368737],[0.0093138       nan       nan],[1.86396478        nan        nan],0.28
Srfbp1,[0.38048868 1.37369669 5.62754818],[0.38048868 0.2178149  0.63989764],[4.09664538 1.98866048 8.51982826],1.22
Srgap1,[ 0.31151874 39.6450252  48.95695109],[0.31151874 0.20945461 0.49640132],[1.23488258 0.74318869 2.00242565],0.38
Srgap2,[0.20836668 0.60231923 2.6574396 ],[5.55111512e-17            nan            nan],[4.41201189        nan        nan],0.68
Sri,[0.27918461 0.59005674 3.79795207],[0.27918461 0.09575388 0.58008429],[ 6.43658788  2.36372107 23.60577196],1.22
Srl,[0.07415463 1.09098746 5.44415366],[0.07415463 0.03758349 0.13365357],[ 4.99011571  2.47327357 10.65258265],0.35
Srm,[ 2.15890742 17.29983061 92.41061235],[2.15890742 1.58581556 2.83673045],[5.3417062  3.70295469 8.98417104],10.25
Srp14,[ 0.74141112  2.18889878 11.53988901],[0.74141112 0.53412012 1.04545445],[5.27200669 3.14843418 8.50618494],2.92
Srp19,[ 0.6298988   1.33932376 12.32879329],[0.6298988  0.47541311 0.84143203],[ 9.20523748  6.07663339 13.61831024],3.94
Srp68,[  1.82583214 130.00078564 240.67291513],[1.82583214 1.21474944 2.36802006],[1.85131893 1.42747103 2.38964235],3.33
Srp72,[ 1.51364204  1.78502034 15.5382137 ],[1.51364204 1.11597875 2.11352805],[ 8.70478242  5.04669477 14.0589104 ],7.13
Srp9,[  3.809055   357.97374226 447.87829419],[3.809055   2.9416003  5.09073831],[1.25114845 0.93408058 1.63700966],4.72
Srpk1,[ 0.31804316  1.3613438  16.34578168],[0.31804316 0.24386173 0.41703283],[12.00709308  8.27929422 17.15221771],3.1
Srpr,[ 2.12394897 12.20060342 35.53857057],[2.12394897 1.46942438 3.08677734],[2.91285352 1.74856083 5.31227273],5.27
Srprb,[0.75905323 3.00522255 7.27923498],[0.75905323 0.47205701 1.30777636],[2.42219498 1.11245131 4.78179204],1.47
Srrd,[0.15371689 0.97760595 5.22739305],[0.15371689 0.09273633 0.24518096],[5.34713709 2.99879536 9.69916988],0.71
